fecha_matrimonio,genero_1,genero_2,comuna
2019-06-10,Femenino,Masculino,Comuna 7
2019-06-11,Masculino,Femenino,Comuna 1
2019-06-11,Masculino,Femenino,Comuna 6
2019-06-11,Femenino,Masculino,Comuna 12
2019-06-11,Masculino,Femenino,Comuna 1
2019-06-11,Masculino,Femenino,Comuna 1
2019-06-11,Masculino,Femenino,Comuna 6
2019-06-11,Masculino,Femenino,Comuna 6
2019-06-11,Femenino,Masculino,Comuna 11
2019-06-11,Femenino,Masculino,Comuna 12
2019-06-11,Femenino,Masculino,Comuna 1
2019-06-11,Masculino,Femenino,Comuna 5
2019-06-12,Masculino,Femenino,Comuna 6
2019-06-12,No declara,Masculino,Comuna 1
2019-06-12,Masculino,Femenino,Comuna 12
2019-06-12,Femenino,Masculino,Comuna 12
2019-06-12,Femenino,Masculino,Comuna 5
2019-06-12,Masculino,Femenino,Comuna 1
2019-06-12,Masculino,Femenino,Comuna 1
2019-06-12,Masculino,Femenino,Comuna 1
2019-06-12,Masculino,Femenino,Comuna 6
2019-06-12,Masculino,Femenino,Comuna 11
2019-06-12,Masculino,Femenino,Comuna 6
2019-06-13,Masculino,Femenino,Comuna 2
2019-06-13,Masculino,Femenino,Comuna 2
2019-06-13,Masculino,Femenino,Comuna 1
2019-06-13,Femenino,Masculino,Comuna 15
2019-06-13,Masculino,Femenino,Comuna 7
2019-06-14,Masculino,Femenino,Comuna 14
2019-06-14,Femenino,Masculino,Comuna 7
2019-06-14,Femenino,Masculino,Comuna 3
2019-06-18,Masculino,Femenino,Comuna 11
2019-06-18,Masculino,Femenino,Comuna 12
2019-06-18,Masculino,Femenino,Comuna 6
2019-06-18,Masculino,Femenino,Comuna 6
2019-06-18,Femenino,Masculino,Comuna 15
2019-06-18,Femenino,Femenino,Comuna 6
2019-06-18,Femenino,Masculino,Comuna 11
2019-06-18,Masculino,Femenino,Comuna 1
2019-06-18,Masculino,Femenino,Comuna 1
2019-06-18,Femenino,Masculino,Comuna 1
2019-06-18,Masculino,Femenino,Comuna 13
2019-06-18,Femenino,Masculino,Comuna 15
2019-06-18,Masculino,Femenino,Comuna 2
2019-06-18,Masculino,Masculino,Comuna 14
2019-06-19,Masculino,Femenino,Comuna 1
2019-06-19,Femenino,Masculino,Comuna 7
2019-06-19,Femenino,Masculino,Comuna 15
2019-06-19,Masculino,Femenino,Comuna 13
2019-06-19,Femenino,Masculino,Comuna 7
2019-06-19,Masculino,Femenino,Comuna 13
2019-06-19,Masculino,Femenino,Comuna 1
2019-06-19,Masculino,Femenino,Comuna 13
2019-06-19,Masculino,Femenino,Comuna 2
2019-06-19,Masculino,Femenino,Comuna 14
2019-06-19,Masculino,Femenino,Comuna 14
2019-06-21,Masculino,Femenino,Comuna 15
2019-06-21,Masculino,Femenino,Comuna 2
2019-06-21,Masculino,Femenino,Comuna 2
2019-06-21,Masculino,Femenino,Comuna 7
2019-06-21,Masculino,Femenino,Comuna 1
2019-06-21,Femenino,Masculino,Comuna 15
2019-06-21,Femenino,Masculino,Comuna 3
2019-06-24,Femenino,Masculino,Comuna 11
2019-06-24,Masculino,Femenino,Comuna 8
2019-06-24,Masculino,Femenino,Comuna 12
2019-06-24,Masculino,Masculino,Comuna 7
2019-06-24,Masculino,Femenino,Comuna 2
2019-06-24,Femenino,Masculino,Comuna 7
2019-06-24,Femenino,Masculino,Comuna 7
2019-06-24,Masculino,Femenino,Comuna 7
2019-06-24,Masculino,Femenino,Comuna 1
2019-06-24,Masculino,Femenino,Comuna 1
2019-06-24,Masculino,Femenino,Comuna 5
2019-06-24,Masculino,Femenino,Comuna 14
2019-06-24,Masculino,Femenino,Comuna 14
2019-06-24,Masculino,Femenino,Comuna 2
2019-06-25,Masculino,Femenino,Comuna 6
2019-06-25,Femenino,Masculino,Comuna 7
2019-06-25,Masculino,Femenino,Comuna 13
2019-06-25,Femenino,Masculino,Comuna 11
2019-06-25,Masculino,Femenino,Comuna 14
2019-06-25,Femenino,Masculino,Comuna 5
2019-06-25,Masculino,Femenino,Comuna 7
2019-06-25,Femenino,Masculino,Comuna 11
2019-06-25,Masculino,Femenino,Comuna 7
2019-06-25,Femenino,Masculino,Comuna 1
2019-06-25,Masculino,Masculino,Comuna 6
2019-06-25,Masculino,Femenino,Comuna 7
2019-06-25,Masculino,Femenino,Comuna 15
2019-06-26,Masculino,Femenino,Comuna 6
2019-06-26,Femenino,Masculino,Comuna 7
2019-06-26,Masculino,Femenino,Comuna 1
2019-06-26,Masculino,Femenino,Comuna 1
2019-06-26,Masculino,Femenino,Comuna 7
2019-06-26,Masculino,Femenino,Comuna 6
2019-06-26,Masculino,Femenino,Comuna 1
2019-06-26,Masculino,Masculino,Comuna 1
2019-06-26,Masculino,Femenino,Comuna 14
2019-06-27,Masculino,Femenino,Comuna 11
2019-06-27,Femenino,Masculino,Comuna 12
2019-06-27,Femenino,Masculino,Comuna 15
2019-06-27,Masculino,Femenino,Comuna 15
2019-06-28,Femenino,Femenino,Comuna 6
2019-06-28,Femenino,Masculino,Comuna 1
2019-06-28,Masculino,Masculino,Comuna 12
2019-06-28,Masculino,Femenino,Comuna 11
2019-06-28,Masculino,Femenino,Comuna 14
2019-06-28,Masculino,Femenino,Comuna 3
2019-06-28,Masculino,Femenino,Comuna 13
2019-06-28,Masculino,Femenino,Comuna 14
